Name	CMP	P/E	Market Cap	Div Yield %	NP Qtr	Qtr Profit %	Sales Qtr	Qtr Sales %	ROCE %	PAT Ann
Power Grid Corporation	-22787.12662	770.211091	-18846673.07	-4.831158703	-274326.5026	217.116351	-2036693.951	65.88471981	-228.2353354	-856212.9748
Coal India	-22808.97653	770.8414055	-18863397.01	-4.836387995	-274568.7335	217.284702	-2038495.382	65.92882785	-228.4511649	-856970.7097
Tata Steel	-22830.82644	771.47172	-18880120.95	-4.841617287	-274810.9645	217.4530531	-2040296.813	65.97293589	-228.6669945	-857728.4446
JSW Steel	-22852.67635	772.1020346	-18896844.89	-4.846846579	-275053.1954	217.6214041	-2042098.244	66.01704394	-228.882824	-858486.1795
HDFC Life Insurance	-22874.52626	772.7323491	-18913568.82	-4.85207587	-275295.4263	217.7897551	-2043899.675	66.06115198	-229.0986535	-859243.9144
Tech Mahindra	-22896.37617	773.3626636	-18930292.76	-4.857305162	-275537.6573	217.9581061	-2045701.106	66.10526002	-229.3144831	-860001.6494
SBI Life Insurance	-22918.22608	773.9929782	-18947016.7	-4.862534454	-275779.8882	218.1264571	-2047502.537	66.14936807	-229.5303126	-860759.3843
Grasim Industries	-22940.076	774.6232927	-18963740.64	-4.867763745	-276022.1192	218.2948082	-2049303.968	66.19347611	-229.7461421	-861517.1192
Wipro	-22961.92591	775.2536072	-18980464.57	-4.872993037	-276264.3501	218.4631592	-2051105.399	66.23758415	-229.9619717	-862274.8541
Divi's Laboratories	-22983.77582	775.8839217	-18997188.51	-4.878222329	-276506.581	218.6315102	-2052906.83	66.2816922	-230.1778012	-863032.589
Hero MotoCorp	-23005.62573	776.5142363	-19013912.45	-4.883451621	-276748.812	218.7998612	-2054708.262	66.32580024	-230.3936307	-863790.3239
Cipla	-23027.47564	777.1445508	-19030636.39	-4.888680912	-276991.0429	218.9682122	-2056509.693	66.36990828	-230.6094603	-864548.0588
Britannia Industries	-23049.32555	777.7748653	-19047360.33	-4.893910204	-277233.2738	219.1365633	-2058311.124	66.41401633	-230.8252898	-865305.7938
Dabur India	-23071.17546	778.4051798	-19064084.26	-4.899139496	-277475.5048	219.3049143	-2060112.555	66.45812437	-231.0411193	-866063.5287
Adani Green Energy	-23093.02537	779.0354944	-19080808.2	-4.904368788	-277717.7357	219.4732653	-2061913.986	66.50223241	-231.2569489	-866821.2636
SBI Cards & Payment	-23114.87528	779.6658089	-19097532.14	-4.909598079	-277959.9667	219.6416163	-2063715.417	66.54634046	-231.4727784	-867578.9985
Bajaj Finserv	-23136.7252	780.2961234	-19114256.08	-4.914827371	-278202.1976	219.8099673	-2065516.848	66.5904485	-231.6886079	-868336.7334
Ambuja Cements	-23158.57511	780.9264379	-19130980.01	-4.920056663	-278444.4285	219.9783184	-2067318.279	66.63455654	-231.9044375	-869094.4683
Dr. Reddy's Lab	-23180.42502	781.5567525	-19147703.95	-4.925285954	-278686.6595	220.1466694	-2069119.71	66.67866459	-232.120267	-869852.2033
Vedanta	-23202.27493	782.187067	-19164427.89	-4.930515246	-278928.8904	220.3150204	-2070921.141	66.72277263	-232.3360965	-870609.9382
Apollo Hospitals	-23224.12484	782.8173815	-19181151.83	-4.935744538	-279171.1214	220.4833714	-2072722.572	66.76688067	-232.5519261	-871367.6731
Bank of Baroda	-23245.97475	783.447696	-19197875.76	-4.94097383	-279413.3523	220.6517224	-2074524.003	66.81098872	-232.7677556	-872125.408
Eicher Motors	-23267.82466	784.0780106	-19214599.7	-4.946203121	-279655.5832	220.8200735	-2076325.434	66.85509676	-232.9835851	-872883.1429
Name	CMP	P/E	Market Cap	Div Yield %	NP Qtr	Qtr Profit %	Sales Qtr	Qtr Sales %	ROCE %	PAT Ann
Reliance Industries	-23289.67457	784.7083251	-19231323.64	-4.951432413	-279897.8142	220.9884245	-2078126.865	66.8992048	-233.1994146	-873640.8778
TCS	-23311.52448	785.3386396	-19248047.58	-4.956661705	-280140.0451	221.1567755	-2079928.296	66.94331285	-233.4152442	-874398.6128
HDFC Bank	-23333.3744	785.9689541	-19264771.51	-4.961890996	-280382.276	221.3251265	-2081729.727	66.98742089	-233.6310737	-875156.3477
Bharti Airtel	-23355.22431	786.5992687	-19281495.45	-4.967120288	-280624.507	221.4934776	-2083531.158	67.03152893	-233.8469032	-875914.0826
ICICI Bank	-23377.07422	787.2295832	-19298219.39	-4.97234958	-280866.7379	221.6618286	-2085332.59	67.07563697	-234.0627328	-876671.8175
St Bk of India	-23398.92413	787.8598977	-19314943.33	-4.977578872	-281108.9689	221.8301796	-2087134.021	67.11974502	-234.2785623	-877429.5524
Life Insurance	-23420.77404	788.4902122	-19331667.27	-4.982808163	-281351.1998	221.9985306	-2088935.452	67.16385306	-234.4943918	-878187.2873
Infosys	-23442.62395	789.1205268	-19348391.2	-4.988037455	-281593.4307	222.1668816	-2090736.883	67.2079611	-234.7102214	-878945.0222
Hind. Unilever	-23464.47386	789.7508413	-19365115.14	-4.993266747	-281835.6617	222.3352327	-2092538.314	67.25206915	-234.9260509	-879702.7572
ITC	-23486.32377	790.3811558	-19381839.08	-4.998496038	-282077.8926	222.5035837	-2094339.745	67.29617719	-235.1418804	-880460.4921
Larsen & Toubro	-23508.17369	791.0114703	-19398563.02	-5.00372533	-282320.1235	222.6719347	-2096141.176	67.34028523	-235.35771	-881218.227
Bajaj Finance	-23530.0236	791.6417849	-19415286.95	-5.008954622	-282562.3545	222.8402857	-2097942.607	67.38439328	-235.5735395	-881975.9619
Maruti Suzuki	-23551.87351	792.2720994	-19432010.89	-5.014183914	-282804.5854	223.0086367	-2099744.038	67.42850132	-235.789369	-882733.6968
HCL Technologies	-23573.72342	792.9024139	-19448734.83	-5.019413205	-283046.8164	223.1769878	-2101545.469	67.47260936	-236.0051986	-883491.4317
Adani Enterprises	-23595.57333	793.5327285	-19465458.77	-5.024642497	-283289.0473	223.3453388	-2103346.9	67.51671741	-236.2210281	-884249.1667
Hindustan Aeronautics	-23617.42324	794.163043	-19482182.7	-5.029871789	-283531.2782	223.5136898	-2105148.331	67.56082545	-236.4368576	-885006.9016
M & M	-23639.27315	794.7933575	-19498906.64	-5.03510108	-283773.5092	223.6820408	-2106949.762	67.60493349	-236.6526872	-885764.6365
Axis Bank	-23661.12306	795.423672	-19515630.58	-5.040330372	-284015.7401	223.8503918	-2108751.193	67.64904154	-236.8685167	-886522.3714
Sun Pharma. Inds.	-23682.97297	796.0539866	-19532354.52	-5.045559664	-284257.9711	224.0187429	-2110552.624	67.69314958	-237.0843462	-887280.1063
Tata Motors	-23704.82289	796.6843011	-19549078.46	-5.050788956	-284500.202	224.1870939	-2112354.055	67.73725762	-237.3001758	-888037.8412
NTPC	-23726.6728	797.3146156	-19565802.39	-5.056018247	-284742.4329	224.3554449	-2114155.486	67.78136567	-237.5160053	-888795.5762
ONGC	-23748.52271	797.9449301	-19582526.33	-5.061247539	-284984.6639	224.5237959	-2115956.918	67.82547371	-237.7318348	-889553.3111
Kotak Mahindra Bank	-23770.37262	798.5752447	-19599250.27	-5.066476831	-285226.8948	224.6921469	-2117758.349	67.86958175	-237.9476643	-890311.046
Avenue Supermarts	-23792.22253	799.2055592	-19615974.21	-5.071706122	-285469.1257	224.860498	-2119559.78	67.9136898	-238.1634939	-891068.7809
UltraTech Cement	-23814.07244	799.8358737	-19632698.14	-5.076935414	-285711.3567	225.028849	-2121361.211	67.95779784	-238.3793234	-891826.5158
Titan Company	-23835.92235	800.4661882	-19649422.08	-5.082164706	-285953.5876	225.1972	-2123162.642	68.00190588	-238.5951529	-892584.2507
Adani Ports	-23857.77226	801.0965028	-19666146.02	-5.087393998	-286195.8186	225.365551	-2124964.073	68.04601393	-238.8109825	-893341.9856
Power Grid Corporation	-23879.62218	801.7268173	-19682869.96	-5.092623289	-286438.0495	225.533902	-2126765.504	68.09012197	-239.026812	-894099.7206
Coal India	-23901.47209	802.3571318	-19699593.89	-5.097852581	-286680.2804	225.7022531	-2128566.935	68.13423001	-239.2426415	-894857.4555
Tata Steel	-23923.322	802.9874463	-19716317.83	-5.103081873	-286922.5114	225.8706041	-2130368.366	68.17833806	-239.4584711	-895615.1904
JSW Steel	-23945.17191	803.6177609	-19733041.77	-5.108311164	-287164.7423	226.0389551	-2132169.797	68.2224461	-239.6743006	-896372.9253
HDFC Life Insurance	-23967.02182	804.2480754	-19749765.71	-5.113540456	-287406.9733	226.2073061	-2133971.228	68.26655414	-239.8901301	-897130.6602
Tech Mahindra	-23988.87173	804.8783899	-19766489.64	-5.118769748	-287649.2042	226.3756571	-2135772.659	68.31066218	-240.1059597	-897888.3951
SBI Life Insurance	-24010.72164	805.5087044	-19783213.58	-5.12399904	-287891.4351	226.5440082	-2137574.09	68.35477023	-240.3217892	-898646.1301
Grasim Industries	-24032.57155	806.139019	-19799937.52	-5.129228331	-288133.6661	226.7123592	-2139375.521	68.39887827	-240.5376187	-899403.865
Wipro	-24054.42146	806.7693335	-19816661.46	-5.134457623	-288375.897	226.8807102	-2141176.952	68.44298631	-240.7534483	-900161.5999
Divi's Laboratories	-24076.27138	807.399648	-19833385.4	-5.139686915	-288618.1279	227.0490612	-2142978.383	68.48709436	-240.9692778	-900919.3348
Hero MotoCorp	-24098.12129	808.0299625	-19850109.33	-5.144916206	-288860.3589	227.2174122	-2144779.814	68.5312024	-241.1851073	-901677.0697
Cipla	-24119.9712	808.6602771	-19866833.27	-5.150145498	-289102.5898	227.3857633	-2146581.245	68.57531044	-241.4009369	-902434.8046
Britannia Industries	-24141.82111	809.2905916	-19883557.21	-5.15537479	-289344.8208	227.5541143	-2148382.677	68.61941849	-241.6167664	-903192.5395
Dabur India	-24163.67102	809.9209061	-19900281.15	-5.160604082	-289587.0517	227.7224653	-2150184.108	68.66352653	-241.8325959	-903950.2745
Adani Green Energy	-24185.52093	810.5512206	-19917005.08	-5.165833373	-289829.2826	227.8908163	-2151985.539	68.70763457	-242.0484255	-904708.0094
SBI Cards & Payment	-24207.37084	811.1815352	-19933729.02	-5.171062665	-290071.5136	228.0591673	-2153786.97	68.75174262	-242.264255	-905465.7443
Bajaj Finserv	-24229.22075	811.8118497	-19950452.96	-5.176291957	-290313.7445	228.2275184	-2155588.401	68.79585066	-242.4800845	-906223.4792
Ambuja Cements	-24251.07067	812.4421642	-19967176.9	-5.181521248	-290555.9755	228.3958694	-2157389.832	68.8399587	-242.695914	-906981.2141
Dr. Reddy's Lab	-24272.92058	813.0724788	-19983900.83	-5.18675054	-290798.2064	228.5642204	-2159191.263	68.88406675	-242.9117436	-907738.949
Vedanta	-24294.77049	813.7027933	-20000624.77	-5.191979832	-291040.4373	228.7325714	-2160992.694	68.92817479	-243.1275731	-908496.684
Apollo Hospitals	-24316.6204	814.3331078	-20017348.71	-5.197209124	-291282.6683	228.9009224	-2162794.125	68.97228283	-243.3434026	-909254.4189
Bank of Baroda	-24338.47031	814.9634223	-20034072.65	-5.202438415	-291524.8992	229.0692735	-2164595.556	69.01639088	-243.5592322	-910012.1538
Eicher Motors	-24360.32022	815.5937369	-20050796.59	-5.207667707	-291767.1301	229.2376245	-2166396.987	69.06049892	-243.7750617	-910769.8887
Name	CMP	P/E	Market Cap	Div Yield %	NP Qtr	Qtr Profit %	Sales Qtr	Qtr Sales %	ROCE %	PAT Ann
Reliance Industries	-24382.17013	816.2240514	-20067520.52	-5.212896999	-292009.3611	229.4059755	-2168198.418	69.10460696	-243.9908912	-911527.6236
TCS	-24404.02004	816.8543659	-20084244.46	-5.218126291	-292251.592	229.5743265	-2169999.849	69.14871501	-244.2067208	-912285.3585
HDFC Bank	-24425.86995	817.4846804	-20100968.4	-5.223355582	-292493.823	229.7426776	-2171801.28	69.19282305	-244.4225503	-913043.0935
Bharti Airtel	-24447.71987	818.114995	-20117692.34	-5.228584874	-292736.0539	229.9110286	-2173602.711	69.23693109	-244.6383798	-913800.8284
ICICI Bank	-24469.56978	818.7453095	-20134416.27	-5.233814166	-292978.2848	230.0793796	-2175404.142	69.28103914	-244.8542094	-914558.5633
St Bk of India	-24491.41969	819.375624	-20151140.21	-5.239043457	-293220.5158	230.2477306	-2177205.573	69.32514718	-245.0700389	-915316.2982
Life Insurance	-24513.2696	820.0059385	-20167864.15	-5.244272749	-293462.7467	230.4160816	-2179007.005	69.36925522	-245.2858684	-916074.0331
Infosys	-24535.11951	820.6362531	-20184588.09	-5.249502041	-293704.9776	230.5844327	-2180808.436	69.41336327	-245.501698	-916831.768
Hind. Unilever	-24556.96942	821.2665676	-20201312.02	-5.254731333	-293947.2086	230.7527837	-2182609.867	69.45747131	-245.7175275	-917589.5029
ITC	-24578.81933	821.8968821	-20218035.96	-5.259960624	-294189.4395	230.9211347	-2184411.298	69.50157935	-245.933357	-918347.2379
Larsen & Toubro	-24600.66924	822.5271966	-20234759.9	-5.265189916	-294431.6705	231.0894857	-2186212.729	69.54568739	-246.1491866	-919104.9728
Bajaj Finance	-24622.51915	823.1575112	-20251483.84	-5.270419208	-294673.9014	231.2578367	-2188014.16	69.58979544	-246.3650161	-919862.7077
Maruti Suzuki	-24644.36907	823.7878257	-20268207.78	-5.275648499	-294916.1323	231.4261878	-2189815.591	69.63390348	-246.5808456	-920620.4426
HCL Technologies	-24666.21898	824.4181402	-20284931.71	-5.280877791	-295158.3633	231.5945388	-2191617.022	69.67801152	-246.7966752	-921378.1775
Adani Enterprises	-24688.06889	825.0484547	-20301655.65	-5.286107083	-295400.5942	231.7628898	-2193418.453	69.72211957	-247.0125047	-922135.9124
Hindustan Aeronautics	-24709.9188	825.6787693	-20318379.59	-5.291336375	-295642.8252	231.9312408	-2195219.884	69.76622761	-247.2283342	-922893.6474
M & M	-24731.76871	826.3090838	-20335103.53	-5.296565666	-295885.0561	232.0995918	-2197021.315	69.81033565	-247.4441637	-923651.3823
Axis Bank	-24753.61862	826.9393983	-20351827.46	-5.301794958	-296127.287	232.2679429	-2198822.746	69.8544437	-247.6599933	-924409.1172
Sun Pharma. Inds.	-24775.46853	827.5697128	-20368551.4	-5.30702425	-296369.518	232.4362939	-2200624.177	69.89855174	-247.8758228	-925166.8521
Tata Motors	-24797.31844	828.2000274	-20385275.34	-5.312253541	-296611.7489	232.6046449	-2202425.608	69.94265978	-248.0916523	-925924.587
NTPC	-24819.16836	828.8303419	-20401999.28	-5.317482833	-296853.9798	232.7729959	-2204227.039	69.98676783	-248.3074819	-926682.3219
ONGC	-24841.01827	829.4606564	-20418723.21	-5.322712125	-297096.2108	232.9413469	-2206028.47	70.03087587	-248.5233114	-927440.0569
Kotak Mahindra Bank	-24862.86818	830.0909709	-20435447.15	-5.327941417	-297338.4417	233.109698	-2207829.901	70.07498391	-248.7391409	-928197.7918
Avenue Supermarts	-24884.71809	830.7212855	-20452171.09	-5.333170708	-297580.6727	233.278049	-2209631.333	70.11909196	-248.9549705	-928955.5267
UltraTech Cement	-24906.568	831.3516	-20468895.03	-5.3384	-297822.9036	233.4464	-2211432.764	70.1632	-249.1708	-929713.2616
Titan Company	-24928.41791	831.9819145	-20485618.96	-5.343629292	-298065.1345	233.614751	-2213234.195	70.20730804	-249.3866295	-930470.9965
Adani Ports	-24950.26782	832.6122291	-20502342.9	-5.348858583	-298307.3655	233.783102	-2215035.626	70.25141609	-249.6024591	-931228.7314
Power Grid Corporation	-24972.11773	833.2425436	-20519066.84	-5.354087875	-298549.5964	233.9514531	-2216837.057	70.29552413	-249.8182886	-931986.4663
Coal India	-24993.96764	833.8728581	-20535790.78	-5.359317167	-298791.8274	234.1198041	-2218638.488	70.33963217	-250.0341181	-932744.2013
Tata Steel	-25015.81756	834.5031726	-20552514.72	-5.364546459	-299034.0583	234.2881551	-2220439.919	70.38374022	-250.2499477	-933501.9362
JSW Steel	-25037.66747	835.1334872	-20569238.65	-5.36977575	-299276.2892	234.4565061	-2222241.35	70.42784826	-250.4657772	-934259.6711
HDFC Life Insurance	-25059.51738	835.7638017	-20585962.59	-5.375005042	-299518.5202	234.6248571	-2224042.781	70.4719563	-250.6816067	-935017.406
Tech Mahindra	-25081.36729	836.3941162	-20602686.53	-5.380234334	-299760.7511	234.7932082	-2225844.212	70.51606435	-250.8974363	-935775.1409
SBI Life Insurance	-25103.2172	837.0244307	-20619410.47	-5.385463625	-300002.982	234.9615592	-2227645.643	70.56017239	-251.1132658	-936532.8758
Grasim Industries	-25125.06711	837.6547453	-20636134.4	-5.390692917	-300245.213	235.1299102	-2229447.074	70.60428043	-251.3290953	-937290.6108
Wipro	-25146.91702	838.2850598	-20652858.34	-5.395922209	-300487.4439	235.2982612	-2231248.505	70.64838848	-251.5449248	-938048.3457
Divi's Laboratories	-25168.76693	838.9153743	-20669582.28	-5.401151501	-300729.6749	235.4666122	-2233049.936	70.69249652	-251.7607544	-938806.0806
Hero MotoCorp	-25190.61685	839.5456888	-20686306.22	-5.406380792	-300971.9058	235.6349633	-2234851.367	70.73660456	-251.9765839	-939563.8155
Cipla	-25212.46676	840.1760034	-20703030.15	-5.411610084	-301214.1367	235.8033143	-2236652.798	70.78071261	-252.1924134	-940321.5504
Britannia Industries	-25234.31667	840.8063179	-20719754.09	-5.416839376	-301456.3677	235.9716653	-2238454.229	70.82482065	-252.408243	-941079.2853
Dabur India	-25256.16658	841.4366324	-20736478.03	-5.422068667	-301698.5986	236.1400163	-2240255.661	70.86892869	-252.6240725	-941837.0203
Adani Green Energy	-25278.01649	842.0669469	-20753201.97	-5.427297959	-301940.8296	236.3083673	-2242057.092	70.91303673	-252.839902	-942594.7552
SBI Cards & Payment	-25299.8664	842.6972615	-20769925.91	-5.432527251	-302183.0605	236.4767184	-2243858.523	70.95714478	-253.0557316	-943352.4901
Bajaj Finserv	-25321.71631	843.327576	-20786649.84	-5.437756543	-302425.2914	236.6450694	-2245659.954	71.00125282	-253.2715611	-944110.225
Ambuja Cements	-25343.56622	843.9578905	-20803373.78	-5.442985834	-302667.5224	236.8134204	-2247461.385	71.04536086	-253.4873906	-944867.9599
Dr. Reddy's Lab	-25365.41613	844.588205	-20820097.72	-5.448215126	-302909.7533	236.9817714	-2249262.816	71.08946891	-253.7032202	-945625.6948
Vedanta	-25387.26605	845.2185196	-20836821.66	-5.453444418	-303151.9842	237.1501224	-2251064.247	71.13357695	-253.9190497	-946383.4297
Apollo Hospitals	-25409.11596	845.8488341	-20853545.59	-5.458673709	-303394.2152	237.3184735	-2252865.678	71.17768499	-254.1348792	-947141.1647
Bank of Baroda	-25430.96587	846.4791486	-20870269.53	-5.463903001	-303636.4461	237.4868245	-2254667.109	71.22179304	-254.3507088	-947898.8996
Eicher Motors	-25452.81578	847.1094631	-20886993.47	-5.469132293	-303878.6771	237.6551755	-2256468.54	71.26590108	-254.5665383	-948656.6345
Name	CMP	P/E	Market Cap	Div Yield %	NP Qtr	Qtr Profit %	Sales Qtr	Qtr Sales %	ROCE %	PAT Ann
Reliance Industries	-25474.66569	847.7397777	-20903717.41	-5.474361585	-304120.908	237.8235265	-2258269.971	71.31000912	-254.7823678	-949414.3694
TCS	-25496.5156	848.3700922	-20920441.34	-5.479590876	-304363.1389	237.9918776	-2260071.402	71.35411717	-254.9981974	-950172.1043
HDFC Bank	-25518.36551	849.0004067	-20937165.28	-5.484820168	-304605.3699	238.1602286	-2261872.833	71.39822521	-255.2140269	-950929.8392
Bharti Airtel	-25540.21542	849.6307212	-20953889.22	-5.49004946	-304847.6008	238.3285796	-2263674.264	71.44233325	-255.4298564	-951687.5742
ICICI Bank	-25562.06533	850.2610358	-20970613.16	-5.495278752	-305089.8317	238.4969306	-2265475.695	71.4864413	-255.645686	-952445.3091
St Bk of India	-25583.91525	850.8913503	-20987337.1	-5.500508043	-305332.0627	238.6652816	-2267277.126	71.53054934	-255.8615155	-953203.044
Life Insurance	-25605.76516	851.5216648	-21004061.03	-5.505737335	-305574.2936	238.8336327	-2269078.557	71.57465738	-256.077345	-953960.7789
Infosys	-25627.61507	852.1519794	-21020784.97	-5.510966627	-305816.5246	239.0019837	-2270879.989	71.61876543	-256.2931745	-954718.5138
Hind. Unilever	-25649.46498	852.7822939	-21037508.91	-5.516195918	-306058.7555	239.1703347	-2272681.42	71.66287347	-256.5090041	-955476.2487
ITC	-25671.31489	853.4126084	-21054232.85	-5.52142521	-306300.9864	239.3386857	-2274482.851	71.70698151	-256.7248336	-956233.9837
Larsen & Toubro	-25693.1648	854.0429229	-21070956.78	-5.526654502	-306543.2174	239.5070367	-2276284.282	71.75108956	-256.9406631	-956991.7186
Bajaj Finance	-25715.01471	854.6732375	-21087680.72	-5.531883794	-306785.4483	239.6753878	-2278085.713	71.7951976	-257.1564927	-957749.4535
Maruti Suzuki	-25736.86462	855.303552	-21104404.66	-5.537113085	-307027.6793	239.8437388	-2279887.144	71.83930564	-257.3723222	-958507.1884
HCL Technologies	-25758.71454	855.9338665	-21121128.6	-5.542342377	-307269.9102	240.0120898	-2281688.575	71.88341369	-257.5881517	-959264.9233
Adani Enterprises	-25780.56445	856.564181	-21137852.53	-5.547571669	-307512.1411	240.1804408	-2283490.006	71.92752173	-257.8039813	-960022.6582
Hindustan Aeronautics	-25802.41436	857.1944956	-21154576.47	-5.55280096	-307754.3721	240.3487918	-2285291.437	71.97162977	-258.0198108	-960780.3931
M & M	-25824.26427	857.8248101	-21171300.41	-5.558030252	-307996.603	240.5171429	-2287092.868	72.01573782	-258.2356403	-961538.1281
Axis Bank	-25846.11418	858.4551246	-21188024.35	-5.563259544	-308238.8339	240.6854939	-2288894.299	72.05984586	-258.4514699	-962295.863
Sun Pharma. Inds.	-25867.96409	859.0854391	-21204748.28	-5.568488836	-308481.0649	240.8538449	-2290695.73	72.1039539	-258.6672994	-963053.5979
Tata Motors	-25889.814	859.7157537	-21221472.22	-5.573718127	-308723.2958	241.0221959	-2292497.161	72.14806194	-258.8831289	-963811.3328
NTPC	-25911.66391	860.3460682	-21238196.16	-5.578947419	-308965.5268	241.1905469	-2294298.592	72.19216999	-259.0989585	-964569.0677
ONGC	-25933.51382	860.9763827	-21254920.1	-5.584176711	-309207.7577	241.358898	-2296100.023	72.23627803	-259.314788	-965326.8026
Kotak Mahindra Bank	-25955.36374	861.6066972	-21271644.04	-5.589406002	-309449.9886	241.527249	-2297901.454	72.28038607	-259.5306175	-966084.5376
Avenue Supermarts	-25977.21365	862.2370118	-21288367.97	-5.594635294	-309692.2196	241.6956	-2299702.885	72.32449412	-259.7464471	-966842.2725
UltraTech Cement	-25999.06356	862.8673263	-21305091.91	-5.599864586	-309934.4505	241.863951	-2301504.317	72.36860216	-259.9622766	-967600.0074
Titan Company	-26020.91347	863.4976408	-21321815.85	-5.605093878	-310176.6815	242.032302	-2303305.748	72.4127102	-260.1781061	-968357.7423
Adani Ports	-26042.76338	864.1279553	-21338539.79	-5.610323169	-310418.9124	242.2006531	-2305107.179	72.45681825	-260.3939357	-969115.4772
Power Grid Corporation	-26064.61329	864.7582699	-21355263.72	-5.615552461	-310661.1433	242.3690041	-2306908.61	72.50092629	-260.6097652	-969873.2121
Coal India	-26086.4632	865.3885844	-21371987.66	-5.620781753	-310903.3743	242.5373551	-2308710.041	72.54503433	-260.8255947	-970630.947
Tata Steel	-26108.31311	866.0188989	-21388711.6	-5.626011044	-311145.6052	242.7057061	-2310511.472	72.58914238	-261.0414242	-971388.682
JSW Steel	-26130.16303	866.6492134	-21405435.54	-5.631240336	-311387.8361	242.8740571	-2312312.903	72.63325042	-261.2572538	-972146.4169
HDFC Life Insurance	-26152.01294	867.279528	-21422159.47	-5.636469628	-311630.0671	243.0424082	-2314114.334	72.67735846	-261.4730833	-972904.1518
Tech Mahindra	-26173.86285	867.9098425	-21438883.41	-5.64169892	-311872.298	243.2107592	-2315915.765	72.72146651	-261.6889128	-973661.8867
SBI Life Insurance	-26195.71276	868.540157	-21455607.35	-5.646928211	-312114.529	243.3791102	-2317717.196	72.76557455	-261.9047424	-974419.6216
Grasim Industries	-26217.56267	869.1704715	-21472331.29	-5.652157503	-312356.7599	243.5474612	-2319518.627	72.80968259	-262.1205719	-975177.3565
Wipro	-26239.41258	869.8007861	-21489055.23	-5.657386795	-312598.9908	243.7158122	-2321320.058	72.85379064	-262.3364014	-975935.0915
Divi's Laboratories	-26261.26249	870.4311006	-21505779.16	-5.662616086	-312841.2218	243.8841633	-2323121.489	72.89789868	-262.552231	-976692.8264
Hero MotoCorp	-26283.1124	871.0614151	-21522503.1	-5.667845378	-313083.4527	244.0525143	-2324922.92	72.94200672	-262.7680605	-977450.5613
Cipla	-26304.96231	871.6917297	-21539227.04	-5.67307467	-313325.6837	244.2208653	-2326724.351	72.98611477	-262.98389	-978208.2962
Britannia Industries	-26326.81223	872.3220442	-21555950.98	-5.678303962	-313567.9146	244.3892163	-2328525.782	73.03022281	-263.1997196	-978966.0311
Dabur India	-26348.66214	872.9523587	-21572674.91	-5.683533253	-313810.1455	244.5575673	-2330327.213	73.07433085	-263.4155491	-979723.766
Adani Green Energy	-26370.51205	873.5826732	-21589398.85	-5.688762545	-314052.3765	244.7259184	-2332128.645	73.1184389	-263.6313786	-980481.501
SBI Cards & Payment	-26392.36196	874.2129878	-21606122.79	-5.693991837	-314294.6074	244.8942694	-2333930.076	73.16254694	-263.8472082	-981239.2359
Bajaj Finserv	-26414.21187	874.8433023	-21622846.73	-5.699221128	-314536.8383	245.0626204	-2335731.507	73.20665498	-264.0630377	-981996.9708
Ambuja Cements	-26436.06178	875.4736168	-21639570.66	-5.70445042	-314779.0693	245.2309714	-2337532.938	73.25076303	-264.2788672	-982754.7057
Dr. Reddy's Lab	-26457.91169	876.1039313	-21656294.6	-5.709679712	-315021.3002	245.3993224	-2339334.369	73.29487107	-264.4946968	-983512.4406
Vedanta	-26479.7616	876.7342459	-21673018.54	-5.714909004	-315263.5312	245.5676735	-2341135.8	73.33897911	-264.7105263	-984270.1755
Apollo Hospitals	-26501.61152	877.3645604	-21689742.48	-5.720138295	-315505.7621	245.7360245	-2342937.231	73.38308715	-264.9263558	-985027.9104
Bank of Baroda	-26523.46143	877.9948749	-21706466.41	-5.725367587	-315747.993	245.9043755	-2344738.662	73.4271952	-265.1421854	-985785.6454
Eicher Motors	-26545.31134	878.6251894	-21723190.35	-5.730596879	-315990.224	246.0727265	-2346540.093	73.47130324	-265.3580149	-986543.3803
Name	CMP	P/E	Market Cap	Div Yield %	NP Qtr	Qtr Profit %	Sales Qtr	Qtr Sales %	ROCE %	PAT Ann
Reliance Industries	-26567.16125	879.255504	-21739914.29	-5.73582617	-316232.4549	246.2410776	-2348341.524	73.51541128	-265.5738444	-987301.1152
TCS	-26589.01116	879.8858185	-21756638.23	-5.741055462	-316474.6858	246.4094286	-2350142.955	73.55951933	-265.7896739	-988058.8501
HDFC Bank	-26610.86107	880.516133	-21773362.17	-5.746284754	-316716.9168	246.5777796	-2351944.386	73.60362737	-266.0055035	-988816.585
Bharti Airtel	-26632.71098	881.1464475	-21790086.1	-5.751514046	-316959.1477	246.7461306	-2353745.817	73.64773541	-266.221333	-989574.3199
ICICI Bank	-26654.56089	881.7767621	-21806810.04	-5.756743337	-317201.3787	246.9144816	-2355547.248	73.69184346	-266.4371625	-990332.0549
St Bk of India	-26676.4108	882.4070766	-21823533.98	-5.761972629	-317443.6096	247.0828327	-2357348.679	73.7359515	-266.6529921	-991089.7898
Life Insurance	-26698.26072	883.0373911	-21840257.92	-5.767201921	-317685.8405	247.2511837	-2359150.11	73.78005954	-266.8688216	-991847.5247
Infosys	-26720.11063	883.6677056	-21856981.85	-5.772431212	-317928.0715	247.4195347	-2360951.541	73.82416759	-267.0846511	-992605.2596
Hind. Unilever	-26741.96054	884.2980202	-21873705.79	-5.777660504	-318170.3024	247.5878857	-2362752.973	73.86827563	-267.3004807	-993362.9945
